genres,app_name,date,price,item_id
"['Action', 'Indie', 'Simulation', 'Strategy']",Habitat,2016,14.99,299340
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Mummy's Mask AP 2: Empty Graves (PFRPG),2017,22.99,704130
"['Adventure', 'Indie']",The Preposterous Awesomeness of Everything,2016,6.99,435840
"['Action', 'Indie']",Omega One,2017,8.99,575740
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Airbourne Song Pack,2017,7.99,637720
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Передовик производства,2016,15.99,461090
"['Casual', 'Indie', 'Strategy']",Rival Books of Aster - Pauline Art Expansion Pack,2017,2.99,639266
"['Action', 'Indie', 'RPG']",Crawl,2017,14.99,293780
['Racing'],Nulldrifters,2015,1.99,397640
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Rolemaster Classic: The Armoury,2016,7.99,505260
"['Indie', 'Early Access']",Sector Six,2016,9.99,465020
['Adventure'],D.W.A.R.F.S.,2008,5.99,281560
"['Massively Multiplayer', 'RPG', 'Early Access']",Arcfall,2017,19.99,623310
"['Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletop Simulator - Mr. Game!,2016,4.99,468727
"['Action', 'Casual', 'Indie']",Perfect Plan,2017,3.99,605160
['Action'],Assassin's Creed Revelations - The Ancestors Character Pack,2011,3.99,201877
['Action'],Call of Duty®: WWII - Call of Duty™ Endowment Bravery Pack,2017,3.99,729160
"['Adventure', 'Indie']",Case #8,2016,3.99,448350
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Mr. Barrel,2017,1.99,713380
"['Action', 'Indie']",Flatshot,2017,1.99,517510
"['Casual', 'Indie']",Let's Draw,2016,1.99,575490
"['Action', 'Indie', 'Strategy']",Chucho Krokk - Awesomenauts Character,2017,5.99,561555
"['Action', 'Casual', 'Indie']",Cooking Witch,2017,1.99,514580
"['Simulation', 'Strategy']",Flesh Eaters - new maps,2017,0.99,743290
"['Adventure', 'Free to Play']",Invisible Apartment Zero,2015,5.99,543230
"['Action', 'Casual', 'Indie']",Rabbit Hole 3D: Steam Edition,2014,2.99,283660
"['Adventure', 'Indie']",Recursed,2016,7.99,497780
"['Action', 'Indie', 'Strategy']",CastleStorm - From Outcast to Savior,2013,2.99,242300
"['Indie', 'RPG']",Winged Sakura: Demon Civil War,2016,9.99,470300
"['Action', 'Adventure', 'Indie']",Trine 2: Complete Story,2013,19.99,35720
"['Casual', 'Indie', 'Strategy']",Steam: Rails to Riches - USA-Canada Map,2017,4.99,596821
['Strategy'],Casus Belli: Battle Of Annihilation,2017,4.99,667000
"['Adventure', 'Indie']",Koi Musubi,2016,10.99,543930
"['Adventure', 'Indie']",Caffeine Demo,2014,,324490
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Darkwoulfe's Token Pack Volume 17,2016,4.99,543860
"['Action', 'Free to Play']",Batla - Tank,2015,4.99,353571
"['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",Gates of Horizon,2014,9.99,334290
"['Casual', 'Indie', 'Strategy']",UniOne,2017,1.99,661480
"['Free to Play', 'Indie', 'RPG', 'Strategy']",Aurora Trail,2017,Free to Play,755150
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Rage Against the Machine - “Take the Power Back”,2017,2.99,509708
['RPG'],鸿源战纪 - Tales of Hongyuan OST,2017,Free,702800
"['Indie', 'Simulation', 'Sports']",Ragdoll Runners,2016,4.99,404820
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Thorne - Son of Slaves (Ep.2),2016,2.99,461360
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",SpeedRunners,2016,14.99,207140
"['Adventure', 'Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",Agents of Aggro City Online,2017,9.99,658420
"['Action', 'RPG']",PAYDAY 2: Gage Spec Ops Pack,2016,,548420
"['Action', 'Adventure', 'Casual', 'Indie']",36 Fragments of Midnight,2017,2.99,679930
"['Action', 'Adventure', 'Indie']",Talewind,2016,8.99,441250
"['Casual', 'Indie', 'Simulation']",FourChords Guitar Karaoke - Magic! Song Pack,2016,2.99,535736
"['Casual', 'Indie', 'Strategy']",Le Havre: The Inland Port,2016,6.99,511820
['Action'],The Binding of Isaac: Rebirth,2014,14.99,250900
"['RPG', 'Strategy']",Worlds of Magic,2015,24.99,265970
"['Action', 'Casual', 'Indie']",Star Drifter,2016,0.99,485330
"['Indie', 'Massively Multiplayer', 'RPG', 'Strategy']",Boston Lockdown Campaign Book pdf,2015,19.99,324300
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Driftland: The Magic Revival,2017,19.99,718650
['Strategy'],Master of Orion,2016,29.99,298050
"['Casual', 'Indie', 'Simulation', 'Early Access']",Train Frontier Classic,2017,9.99,713460
"['Action', 'Adventure', 'Simulation']",Voxelaxy,2017,7.99,681750
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Warrior Pack,2017,8.99,700700
['Simulation'],TS Marketplace: DB Sgns Hopper Pack,2016,4.99,513092
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Flesh Eaters,2016,1.99,383580
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Pirate Music Pack,2016,14.99,406078
"['Action', 'Indie']",NightmareZ,2016,3.99,509930
['Casual'],Grim Legends: The Forsaken Bride,2014,9.99,284850
['Utilities'],ESEA,2016,Free to Play,479130
"['Action', 'Adventure', 'Casual', 'Strategy']",Rock 'N' Roll Defense,2016,0.99,438480
['Strategy'],Star Realms - United: Command,2017,1.99,683993
"['Action', 'Free to Play']",Genesis Online,2015,Free to Play,409510
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Tarot Battlers,2014,14.99,325501
"['Casual', 'Simulation']",Rocksmith® 2014 – A Flock of Seagulls - “I Ran (So Far Away)”,2016,2.99,492973
['Casual'],Snake Cubed,2016,0.99,360500
"['Massively Multiplayer', 'RPG']",Guardians of Ember,2017,14.99,463680
"['Adventure', 'Indie']",HEADLINER,2017,2.99,680980
['Action'],Wolfenstein II: The New Colossus,2017,59.99,612880
['Strategy'],NOBUNAGA’S AMBITION: Ranseiki with Power Up Kit / 信長の野望・嵐世記 with パワーアップキット,2017,19.99,628120
"['Adventure', 'Casual', 'Indie', 'Simulation']",dUpLicity ~Beyond the Lies~,2011,9.99,335690
"['Adventure', 'Indie', 'RPG']",Choice of Broadsides,2010,3.99,726460
"['Adventure', 'Casual', 'Indie']",The Sad Story of Emmeline Burns,2016,Free to Play,429940
"['Casual', 'Indie', 'Strategy']",10 Minute Barbarian,2016,4.99,389120
['Indie'],Please Knock on My Door,2017,12.99,613450
"['Racing', 'Simulation', 'Sports']",rFactor Demo,2005,,353320
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Demons and Devils (Token Pack),2017,4.99,584250
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Variety Song Pack XII,2017,9.99,637761
['Indie'],Remaining in a dream,2016,0.99,542430
"['Adventure', 'Indie']",LeftWay,2017,12.99,417400
"['Adventure', 'Indie']",Dungeon Of Doom Puzzle,2016,1.99,537750
"['Adventure', 'Casual']",Christmas Stories: Nutcracker Collector's Edition,2016,9.99,565600
"['Simulation', 'Strategy']",Ironclads 2: American Civil War,2015,9.99,414260
"['Casual', 'Simulation']","Rocksmith® 2014 – Earth, Wind & Fire - “Shining Star”",2015,2.99,369813
['Action'],Mushihimesama OST,2015,4.99,387921
['Casual'],Jam Studio VR - Beamz Original HipHop/RnB/Reggae Bundle,2017,5.99,717160
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Coldplay - “Fix You”,2017,2.99,509720
['Indie'],"1,000 Heads Among the Trees",2015,6.99,406730
"['Action', 'Indie', 'RPG', 'Early Access']",XO-Planets,2015,7.99,439730
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",Cleo's Lost Idols,2017,Free To Play,515230
['Simulation'],Train Simulator: Rebuilt Bulleid Light Pacific Steam Loco Add-On,2017,19.99,500214
"['Casual', 'Indie', 'Simulation', 'Strategy']",Draw Souls,2017,3.99,677030
"['Action', 'Adventure', 'Indie', 'RPG']",Burgers 2,2017,3.99,555890
"['Action', 'Casual', 'Indie']",Stay Alight,2015,3.99,345060
"['Casual', 'Indie']",Rhombs,2017,0.99,717900
"['Animation &amp; Modeling', 'Audio Production', 'Design &amp; Illustration', 'Software Training', 'Video Production']",Ozapell Basic,2017,14.99,523410
"['Action', 'Free to Play']",Dirty Bomb - Firestorm Starter Pack,2017,49.99,701312
"['Casual', 'Indie']",Lines,2017,4.99,458540
['Indie'],Fields XY,2017,4.99,552900
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Armiger Pack,2017,4.99,700670
"['Action', 'Indie']",Ratz Instagib,2016,8.99,338170
['Action'],Velocity®Ultra - Soundtrack,2013,4.99,267880
"['Racing', 'Early Access']",Thick Air,2016,2.99,525350
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - More Monsters (Token Pack),2017,4.99,580240
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",WAKFU - Justice Pack,2015,39.99,349960
"['Casual', 'Simulation']",Rocksmith® 2014 – Duran Duran - “Rio”,2014,2.99,294984
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Reign Of Kings,2015,19.99,344760
"['Action', 'Simulation']",Damage Inc. Pacific Squadron WWII,2012,39.99,215390
"['Adventure', 'Indie', 'RPG']",Dungetris - Soundtrack!,2016,1.99,537250
"['Casual', 'Indie', 'Strategy']",Color Syndrome - Soundtrack,2016,0.99,503440
"['Adventure', 'Simulation', 'Strategy']",Hack Time,2017,4.99,526450
"['Action', 'Indie']",Space Moth DX,2016,4.99,425340
"['Simulation', 'Strategy']",Civil War II: The Bloody Road South,2014,19.99,311330
"['Indie', 'RPG', 'Strategy']",Talisman - The Highland Expansion,2015,6.99,267780
"['Action', 'Strategy']",OMG Zombies!,2014,4.99,259870
"['Action', 'Indie', 'Strategy', 'Early Access']",Minion Masters,2016,4.99,489520
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Spooky Fishing Pack,2017,19.99,591985
"['Casual', 'Indie', 'Simulation']",Protect your planet,2017,0.99,730280
"['Action', 'Adventure', 'Indie']",Demon Peak,2017,4.99,525380
"['RPG', 'Strategy']",Hyperdimension Neptunia Re;Birth2 Deluxe Pack / 超次次元ゲイム ネプテューヌRe;Birth2 デラックスセット,2016,9.99,532720
"['Adventure', 'Casual', 'Indie', 'Strategy']",Minimancer,2017,5.99,734490
"['Action', 'Indie', 'Sports']",Crazy Pixel Streaker,2016,4.99,393460
"['Action', 'Adventure', 'Indie', 'Strategy']",Toricky - Strategy Book,2017,3.99,580460
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",Fishing Planet: Happy 4-th of July Pack!,2016,9.99,423369
"['Adventure', 'Indie']",Lumino City - Soundtrack,2015,5.99,351680
['Indie'],Insects runner,2017,0.99,749600
"['Indie', 'Strategy']",Omnipresent - Soundtrack,2015,0.99,409330
"['Adventure', 'Casual', 'Free to Play']",Sounds of Her Love,2017,Free,603880
"['Action', 'Adventure', 'Strategy', 'RPG', 'Indie']",Krater - Dr. Cerebro Pack,2012,19.99,204732
"['Action', 'Indie']",Line / Dash,2016,1.99,497670
"['Free to Play', 'Massively Multiplayer']",Metal Reaper Online - Halloween Package,2015,,411020
"['Adventure', 'Indie']",Kentucky Route Zero,2013,24.99,231200
"['Action', 'Casual', 'Indie']",PAYDAY: The Heist Soundtrack,2012,3.99,207816
"['Action', 'Adventure', 'Indie']",Aragami - Digital Artbook,2016,2.99,462390
"['Action', 'Adventure']",Dishonored: Dunwall City Trials,2012,2.99,208570
"['Indie', 'Simulation', 'Strategy']",The Last Federation - Betrayed Hope,2014,6.99,304480
['Simulation'],Train Simulator: BR Blue Diesel Electric Pack Loco Add-On,2016,12.99,376950
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - 0one's Colorprints #8: Gnoll Enclave (Map Pack),2017,3.99,614190
['Simulation'],The Sims 3 - Movie Stuff,2013,19.99,249181
"['Action', 'Adventure', 'Indie', 'Early Access']",In the thrall of darkness: The gift of dreams,2017,2.99,760900
"['Action', 'Adventure', 'Casual', 'Indie']",Mint,2017,2.99,670100
['Simulation'],Hand Simulator,2017,1.99,657200
['Action'],Call of Duty®: Ghosts - Legend Pack - Soap,2014,3.99,286632
"['Indie', 'Simulation']",hack_me,2016,3.99,526740
"['Action', 'Adventure', 'Indie', 'RPG']",Roguelands,2015,9.99,364420
"['Casual', 'RPG', 'Simulation']","You, With Me - A Kinetic Novel",2017,2.99,588050
['Indie'],PING 1.5+™,2015,4.99,363580
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – 2000s Mix Song Pack III,2017,7.99,637753
"['Indie', 'RPG', 'Strategy']",Bravada,2014,9.99,315930
"['Action', 'Indie', 'RPG']",I am Weapon: Revival,2016,15.99,335700
"['Action', 'Indie', 'Strategy']",Mighty Switch Force! Academy,2015,9.99,350210
"['Casual', 'Indie', 'Racing', 'Simulation']",Blue-Collar Astronaut - OST by Charlie Armour,2017,1.99,616600
"['Action', 'Indie']",dontbegrey,2017,4.99,681490
"['Action', 'Indie', 'Massively Multiplayer']",Last Survivor - Deluxe Edition,2016,,561240
"['Casual', 'Strategy']","Crazy Machines 2: Invaders From Space, 2nd Wave DLC",2013,2.99,242630
['Strategy'],Civil War: Battle of Petersburg,2017,0.99,584800
"['Adventure', 'Casual', 'Indie', 'Simulation']",Remnants of a Beautiful Day,2016,7.99,466830
"['Action', 'RPG']",INFERNO CLIMBER,2016,29.99,433450
['RPG'],Hyperdimension Neptunia Re;Birth2 Additional Content Pack 2 / コンテンツ追加パック２,2015,0.99,354465
"['Action', 'Indie']",Clergy Splode,2015,0.99,403900
"['Casual', 'Simulation']",Rocksmith® 2014 – The Offspring - “All I Want”,2016,2.99,390444
"['Action', 'Indie']",When It Hits the Fan - Original Soundtrack,2017,4.99,700300
"['Casual', 'Indie', 'Strategy']",Patchwork,2016,4.99,528250
"['Action', 'Adventure', 'Indie']",Black The Fall,2017,14.99,308060
"['Action', 'Adventure', 'Casual', 'RPG']",Legacy of Medieval,2018,,718050
"['Action', 'Adventure', 'Indie']",Vertigo - Original Soundtrack,2016,4.99,526860
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Darkness and a Crowd,2018,,659780
['Action'],Call of Duty®: Black Ops II - Dead Man's Hand Personalization Pack,2014,1.99,274120
"['Action', 'Adventure', 'RPG']",Portal Knights - Lobot Box,2017,2.99,617120
"['RPG', 'Strategy']",Endless Legend™ - Shifters,2016,12.99,451050
"['Free to Play', 'Massively Multiplayer', 'Strategy']",Galaxy Control: 3D Strategy,2016,Free To Play,435440
['Strategy'],Seasonal Event - Cossacks 3: Christmas Gift,2017,Free,650290
['Action'],TimeShift™,2007,19.99,10130
"['Action', 'Adventure', 'Indie', 'RPG']",Kult: Heretic Kingdoms,2004,4.99,277650
"['Adventure', 'Casual', 'Indie']",The Theodore Adventures,2017,1.99,656940
"['Action', 'Adventure', 'Indie']",Near Death: Original Score,2016,7.99,443550
"['Adventure', 'Indie']",Baezult,2014,Free,509860
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",The Curious Expedition OST,2015,8.99,408510
"['Adventure', 'Indie']",Wild Island Quest,2015,1.99,392820
"['Adventure', 'Indie', 'RPG', 'Strategy']",Avadon 3: The Warborn,2016,19.99,460780
"['Action', 'Indie']",Super Time Force Ultra - Soundtrack,2014,7.99,317350
"['RPG', 'Strategy']",InfinitasDM - Expanded Color Tokens,2017,Free,682840
['Strategy'],Hyperdevotion Noire: Ultimate Generia G Set,2016,0.99,426999
"['Utilities', 'Video Production', 'Web Publishing']",RutonyChat - Restream Server,2017,1.99,649390
['Adventure'],The 7th Guest,1993,5.99,255920
"['Action', 'Indie']",Boot Hill Blaster,2014,0.99,743660
['RPG'],By Any Means Necessary,2017,12.99,702820
['Action'],Battlefield: Bad Company™ 2,2010,19.99,24960
['Simulation'],TANE DLC: DBuz 747 Passenger Cars,2016,8.99,536580
"['Casual', 'Indie']",Linked,2017,2.99,596590
"['Adventure', 'Casual', 'Indie']",Bio Soup,2017,0.99,662330
"['Indie', 'Strategy']",Ogre,2017,24.99,517780
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Jumper”,2016,2.99,509669
['Action'],"Warhammer 40,000: Space Marine - Chaos Unleashed Map Pack",2011,9.99,55347
['Casual'],Flowers -Le volume sur printemps- Demo,2016,,445440
"['Action', 'Casual', 'Indie']",The Caretaker - Dungeon Nightshift,2016,7.99,486550
['Racing'],NASCAR Heat 2 - October Jumbo Expansion,2017,9.99,728460
['Simulation'],FSX: Steam Edition - Arctic Rescue Add-On,2015,16.99,343962
['Adventure'],My Ex-Boyfriend the Space Tyrant,2014,14.99,312970
"['Action', 'Adventure', 'Indie', 'RPG']",ikenie,2016,4.99,511120
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access']",Factions: Origins of Malu,2015,,339530
"['Action', 'Adventure', 'Indie']",1001 Spikes,2014,14.99,260790
['Adventure'],Nearwood - Collector's Edition,2014,9.99,286540
['Video Production'],VEGAS Movie Studio 14 Platinum Steam Edition,2017,59.99,523120
['Indie'],Battle Bruise — Soundtrack,2017,0.99,702040
['Action'],HELLDIVERS™ - Demolitionist Pack,2015,2.99,395235
"['Simulation', 'Strategy']",Stronghold Crusader 2: The Princess and The Pig,2015,5.99,348990
['Web Publishing'],Visual Novel Maker - Live2D DLC,2017,19.99,610290
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God,2009,19.99,31210
"['Casual', 'Simulation']",Rocksmith® 2014 – Michael McDonald - “I Keep Forgettin’ (Every Time You’re Near)”,2014,2.99,294966
"['Adventure', 'Casual', 'Indie', 'Simulation']","Maggie's Movies - Camera, Action!",2017,12.99,691580
"['Indie', 'RPG']",Boot Hill Bounties,2017,12.99,727290
"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Tabletopia,2016,Free to Play,402560
"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",Power Overwhelming,2016,2.99,542700
"['Action', 'Adventure']",Mafia III: Stones Unturned,2017,14.99,598021
['Adventure'],Umineko When They Cry - Question Arcs,2016,24.99,406550
"['Action', 'Early Access']",Cobos,2017,Free,685450
"['Casual', 'Free to Play']",Emerland Solitaire: Endless Journey,2015,Free To Play,501050
['Strategy'],"Wargame: AirLand Battle - ""Vox Populi"" (Free DLC)",2013,,245660
['Action'],Call of Duty®: Ghosts - Rorke Special Character,2014,1.99,281342
['Action'],Serious Sam HD: Gold Edition,2010,,901553
"['Adventure', 'Indie']",ASA: A Space Adventure - Remastered Edition,2015,9.99,329980
['Action'],Cold Fear™,2005,9.99,15270
['Action'],Gotham City Impostors Free to Play: Gadget Pack - Ultimate,2012,3.99,216438
"['Action', 'Adventure', 'Indie', 'Early Access']",No Way Out,2017,0.99,572010
"['Action', 'Casual', 'Indie']",Skyling: Garden Defense,2017,2.99,577160
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",EVE Online: 12 Months Omega Time,2017,131.4,695743
"['Indie', 'Simulation']",Evochron Legacy,2016,24.99,398170
"['Adventure', 'Casual', 'Indie']",The Novelist,2013,14.99,245150
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Cold Mountain (5E),2016,6.99,563650
"['Adventure', 'Free to Play', 'Indie', 'RPG']",Natari at the Bubble Planet,2017,Free To Play,573800
['Strategy'],Sengoku Jidai – Genko Campaign (2nd Mongol Invasion of Japan 1281),2016,3.99,461934
"['Action', 'Adventure', 'Indie']",The Astral Hero,2017,0.99,581670
"['Free to Play', 'Indie', 'Strategy', 'Early Access']",Insidia,2017,Free to Play,592890
"['Free to Play', 'Massively Multiplayer', 'RPG']",Dark Eden Origin,2017,Free to Play,658510
['RPG'],"BLUE REFLECTION - Sailor Swimsuits set E (Rin, Kaori, Rika)",2017,5.99,688245
"['Indie', 'Strategy']",Limit of defense - sound tracks,2017,0.99,757960
"['Simulation', 'Strategy']",March of the Eagles: British Unit Pack,2013,1.99,254290
"['Action', 'Adventure', 'Indie', 'Racing', 'Early Access']",Planetoid Pioneers,2016,9.99,300260
"['Action', 'Indie']",EPOCH,2014,9.99,270510
['Indie'],Koala Kids,2015,0.99,381870
"['Casual', 'Simulation']",MakeThatMoney,2017,2.99,600600
"['Action', 'Casual', 'Strategy', 'Early Access']",Edge Of Existence,2017,14.99,704140
"['Indie', 'Simulation', 'Strategy']",Dungeon Builder S,2017,24.99,667840
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Magnificent Quest Music Pack,2014,19.99,291474
"['Casual', 'Indie']",Catch a Falling Star,2016,0.99,451880
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Global Soccer Manager,2016,7.99,475470
['Racing'],Speedway Challenge League,2017,2.99,662620
"['Casual', 'Strategy']",Sid Meier’s Ace Patrol,2013,4.99,244070
"['Action', 'Adventure', 'Indie']",White Day - Christmas Costume - So-Young Han,2017,1.99,762290
"['Adventure', 'Indie']",96 Mill,2017,5.99,561480
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Ddraig Goch's Samhain Undead Pack 2 (Token Pack),2017,5.99,750980
"['Casual', 'Strategy']",Gnomes Garden 2,2016,5.99,449170
"['Action', 'Adventure', 'Simulation']",The jungle,2017,1.99,709720
"['Casual', 'Simulation']",Rocksmith® 2014 – Dio - “Holy Diver”,2014,2.99,295034
"['Casual', 'Indie']",Molecats - Original Soundtrack,2017,3.99,704390
"['Indie', 'RPG', 'Simulation', 'Sports', 'Strategy']",Age of Gladiators II,2017,19.99,639300
"['Action', 'Indie', 'Strategy']",Awesomenauts - Shaolin Ayla Skin,2013,2.49,230891
['Simulation'],Yu-Gi-Oh! ZEXAL Dark Mist Saga,2016,4.99,523503
"['Action', 'Indie']",RefRain - prism memories - ORIGINAL SOUNDTRACK,2016,4.99,470000
"['Action', 'Casual', 'Indie']",Evil Orbs,2016,4.99,528420
['Casual'],Just Dance 2017,2016,49.99,446560
"['Action', 'Adventure', 'Casual', 'Indie']",Cavern Escape,2017,0.99,546400
['Adventure'],The Last Door: Season 2 - Collector's Edition,2016,9.99,402530
"['Action', 'Indie']",Bullet Life 2010,2010,1.99,473800
"['Indie', 'RPG', 'Strategy']",Chaos Reborn,2015,9.99,319050
"['Casual', 'Simulation']",Rocksmith® 2014 – Creed - “Higher”,2014,2.99,295004
"['Action', 'Indie']",Danny's War,2016,1.99,559200
['Strategy'],Magic 2013 “Born of Flame” Foil Conversion,2012,0.99,97363
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Mini-Dungeon #009: Tiikeri's Revenge (PFRPG),2016,2.99,566510
"['Casual', 'Strategy']",Gnomes Garden,2015,5.99,415830
"['Action', 'Adventure', 'Casual', 'Indie']",Roundabout Deluxe Edition Content,2014,4.99,309920
"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Bob Marley & The Wailers Song Pack,2017,11.99,590200
"['Free to Play', 'Simulation']",Pinball Arcade: Season Seven Table Pack,2017,29.99,639890
"['Indie', 'RPG', 'Strategy', 'Early Access']",Destiny of Blood / 血之命运,2017,1.99,688360
"['Casual', 'Indie', 'Sports', 'Strategy']",More Than Just Chess,2017,4.99,729650
"['Indie', 'RPG', 'Strategy']",Crowntakers,2014,9.99,294370
"['Racing', 'Simulation', 'Sports']",MX vs. ATV Supercross Encore - 2015 Husqvarna FC 450 MX,2016,2.99,429907
['Racing'],Redout - Neptune Pack,2017,7.99,580620
"['Indie', 'Racing', 'Sports', 'Early Access']",Tail Drift,2014,9.99,330520
"['Action', 'Adventure', 'Indie']",Worlds,2016,9.99,304850
"['Adventure', 'Free to Play', 'RPG', 'Strategy']",Grand Starter Bundle,2016,9.99,544770
"['Action', 'Indie', 'RPG', 'Early Access']",Shotgun Legend,2018,4.99,597230
['Action'],MINUS ZERO,2016,1.99,430300
"['Adventure', 'Indie', 'RPG']",It's Killing Time,2015,5.99,461650
"['Adventure', 'Indie']",Demetrios - Original Soundtrack,2016,1.99,481490
"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy']",The Escapists - Alcatraz,2015,1.99,349350
"['Simulation', 'Sports']",Pro Cycling Manager 2015,2015,14.99,322850
"['Free to Play', 'Massively Multiplayer', 'Strategy']",VEGA Conflict - Dominion Carrier Pack,2017,79.99,753003
['Adventure'],Sam & Max 202: Moai Better Blues,2008,19.99,8270
"['Indie', 'RPG']",Guild of Dungeoneering Soundtrack,2015,7.99,376820
"['Casual', 'Strategy']",Gnumz: Masters of Defense,2015,4.99,371460
"['Action', 'Indie']",Wrack - Soundtrack,2014,1.99,339080
"['Casual', 'Free to Play', 'Indie']",Hide and Seek - Viking Hat,2017,1.99,693602
['Simulation'],IL-2 Sturmovik: 1946,2006,9.99,15320
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Rippers Companion (Savage Worlds),2016,9.99,545310
"['Adventure', 'Casual', 'Indie']",Blossoms Bloom Brightest - Sara Daki,2017,2.99,624282
"['Action', 'Indie']",Double Dragon: Neon,2014,9.99,252350
['Racing'],Ridge Racer™ Unbounded,2012,9.99,202310
"['Simulation', 'Strategy']",Twilight Struggle,2016,14.99,406290
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Skilltree Saga,2014,9.99,315320
"['Action', 'Adventure']",Sniper Elite 4 - Season Pass,2017,34.99,474740
"['Adventure', 'Casual', 'Indie']",Inbetween Land,2015,6.99,345540
"['Simulation', 'Strategy']",The Guild II - Pirates of the European Seas,2007,9.99,39660
['Adventure'],Airport Madness 4,2011,9.99,387850
"['Action', 'Indie', 'Sports']",Streamline Original Sound Track,2016,8.99,529200
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Blackwater Creek (CoC7E),2017,4.99,604870
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation']",Madness^3 OST,2016,0.99,547630
"['Action', 'Adventure']",Naught Reawakening,2015,9.99,347080
['Action'],The Club™,2008,14.99,10460
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Secret of Marseille (Call of Cthulhu),2017,5.99,607450
"['Action', 'Casual', 'Indie']",The Renegades of Orion 2.0,2016,0.99,434780
['Strategy'],Anno 2070™: The Development Package,2012,3.99,204282
"['Design &amp; Illustration', 'Web Publishing']",RPG Maker VX Ace - Heist Music Pack,2017,9.99,462088
['Action'],Fate/EXTELLA - Sweet Room Dream,2017,1.99,623197
"['Action', 'RPG']",Dying Light: The Following,2016,19.99,325724
"['Adventure', 'Casual', 'Indie']",WILL: A Wonderful World / WILL：美好世界,2017,14.99,588040
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Искусный воин,2016,34.99,461120
['Simulation'],X-Plane 10 AddOn - Aerosoft - Airport Wilmington,2015,19.99,325131
"['Action', 'Indie', 'Strategy']",Molten Armor,2017,9.99,693670
"['Casual', 'Simulation']",Rocksmith - Foo Fighters - Wheels,2012,2.99,222066
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Hell's Rebels  AP 4: A Song of Silver (PFRPG),2017,29.99,754900
"['Racing', 'Simulation', 'Sports']",MotoGP™13: MotoGP™ Champions,2013,1.99,240612
"['Action', 'Free to Play', 'Indie']",Berserker Bundle,2016,2.99,463904
['Simulation'],DCS: A-10C Warthog - DLC,2010,39.99,245810
